1,0.001826645,-0.020715795,0.042576691,0.02505913,0.005850451,-0.002865101,0.014190006,0.391404202,0.308193467,0.305840589,0.595032447,0.472941771,0.10739978,0.088851077,0.770192165,0.43400871,0.173514386,0.51950129,0.026962975,0.511805843,0.136723314,0.070238384,0.011058232,0.015208246,0.330910826
2,0.004030109,0.017134145,0.065206779,0.032819236,0.003820694,0.004598401,0.017181538,0.555145391,0.240994873,0.396734275,0.716153186,0.750205497,0.066555756,0.125860191,0.766705611,0.424501536,0.168703989,0.484893542,0.022930437,0.607900436,0.297956074,0.026559168,0.013055806,0.015462077,0.416374524
3,0.002023182,0.036884896,0.019121002,0.015594584,-0.001893667,0.00776264,0.00599268,0.538427127,0.126800208,0.270688832,0.691928003,0.771330324,-0.074883666,0.057667771,0.793021386,0.405644596,0.121428736,0.404160151,-0.004846221,0.573433042,0.464328199,-0.001843897,0.004150976,0.002003715,0.405240949
4,-0.002509172,0.042558205,-0.052257826,-0.01540175,-0.007491169,0.005361099,-0.008819343,0.318966508,-0.019287926,0.081481111,0.500478159,0.548495604,-0.12189547,-0.055985712,0.9828505,0.391260282,0.082004001,0.314444251,-0.032684591,0.355513454,0.632273825,-0.017404589,-0.008237891,-0.015262853,0.421469307
5,-0.002200354,0.058167928,-0.087098236,-0.036751834,-0.005317094,0.00040627,-0.016813643,0.096682724,-0.137977953,0.018406871,0.30818405,0.238097584,0.045474336,-0.137161135,1.325379895,0.356221956,0.091416995,0.199716321,-0.033522422,0.13718841,0.771650007,-0.020502396,-0.012898538,-0.018132564,0.502559212
6,-0.001816779,0.091611897,-0.089505852,-0.031691819,0.000102724,-0.006836059,-0.016911413,-0.038452615,-0.176932607,0.128735474,0.210623291,-0.009495177,0.375841116,-0.129419822,1.795640887,0.369845071,0.147512531,0.046962266,-0.008100192,0.010757589,0.735539347,-0.008880975,-0.011604733,-0.009321907,0.585626961
7,-0.00190016,0.153732962,-0.016417462,0.000666705,0.00475229,-0.010821977,-0.002690785,-0.023936287,-0.068881799,0.370516025,0.190735067,0.030020939,0.732987065,-0.054334672,2.252946721,0.438876233,0.197863762,-0.146147232,0.023021562,-0.001070051,0.611885228,-0.003298713,0.001030013,0.005456632,0.775771085
8,0.000156123,0.231161227,0.147720293,0.032885542,0.005958734,-0.004229113,0.019136995,0.139711579,0.117228978,0.563347781,0.187906399,0.493493522,1.035233276,0.086085414,2.351783183,0.551445337,0.196505565,-0.252628497,0.04429239,0.072189382,0.568169136,-0.006893471,0.016004504,0.018697775,1.091360744
9,0.001686538,0.237024241,0.344667996,0.044595322,0.001317594,0.006780579,0.025141897,0.258391175,0.287440492,0.513028256,0.174170539,1.031081513,1.137744189,0.155579415,2.131784746,0.623788864,0.128688898,-0.186074782,0.033931712,0.191250674,0.628563754,-0.006415892,0.018493951,0.018142326,1.314982361
10,-0.00417019,0.175060972,0.505714098,0.019835119,-0.009489192,0.010952156,0.00904441,0.086395381,0.376655001,0.130291644,0.059484671,1.337175997,0.982478238,0.10293787,1.752148494,0.648293152,0.019181661,0.01465034,-0.010580789,0.271789479,0.747945668,-0.004443274,0.003983215,-0.003381881,1.3024664
11,-0.014224836,0.084071042,0.640037029,-0.027713587,-0.020901185,0.007392688,-0.014789478,-0.214863582,0.38321404,-0.311470177,-0.005666495,1.464509987,0.65688339,0.03655531,1.277616868,0.617255833,-0.033408866,0.288570221,-0.052442763,0.395201681,0.854903334,0.012112031,-0.017317986,-0.031507162,1.064152313
12,-0.011715504,0.005594022,0.702819896,-0.066065457,-0.016380229,0.001684657,-0.029154785,-0.328819236,0.329776562,-0.439507039,0.066704848,1.555426317,0.498050794,0.086651895,0.964306247,0.618180791,0.098017178,0.601383859,-0.050669087,0.612161433,0.827171301,0.057365479,-0.027407975,-0.033386853,0.855261861
13,-0.002847914,-0.062556236,0.768489339,-0.069379864,-0.00059137,-0.008740021,-0.035249886,-0.203361976,0.32368581,-0.324513897,0.356472522,1.838290489,0.613559115,0.333287566,0.849056156,0.626865995,0.223045034,0.947183663,-0.009874674,0.80530034,0.710370623,0.132108913,-0.03357758,-0.013418574,0.922398048
14,0.018378277,-0.091921686,0.869328622,-0.026347214,0.027867258,-0.016552761,-0.016841626,0.271460984,0.407214679,0.00075731,0.875825883,2.397739813,0.908375018,0.665268325,0.880117009,0.661445328,0.293689074,1.224198103,0.03561841,0.883881969,0.585633734,0.209040489,-0.01950621,0.027553991,1.151323838
15,0.064460687,-0.040854466,1.015778691,0.030805834,0.072934333,-0.008480561,0.023766168,1.193327551,0.542080225,0.401416274,1.562995612,2.976616005,1.428401692,0.970386615,1.154405176,0.695543353,0.27201279,1.378724414,0.06612554,0.910821752,0.466914652,0.249694177,0.008420102,0.088398535,1.52910154
16,0.134172703,0.053040556,1.309794024,0.094194503,0.133444573,0.005540128,0.054102815,2.265885755,0.74411285,0.526371962,2.212153653,3.53966881,1.979991451,1.111471147,1.474109502,0.586468234,0.14734719,1.418402987,0.05049612,0.814668135,0.358004267,0.200497881,0.038067237,0.153685304,1.957294053
17,0.204101821,0.110673045,1.661573838,0.154352464,0.196881751,0.007721896,0.071153586,3.037155737,0.986403315,0.186213427,2.608712696,3.878695395,2.403729811,1.12192013,1.776554895,0.400366185,-0.050513114,1.401777382,-0.01647019,0.607792682,0.228278666,0.117679623,0.075761878,0.198811763,2.201744431
18,0.240514316,0.157826074,1.963282886,0.240610792,0.231654482,-0.000351851,0.099486292,3.346590923,1.262686499,-0.180820883,2.563336742,3.939448487,2.671211202,1.109512329,2.056679099,0.22555702,-0.176492291,1.261457204,-0.079139217,0.474253298,0.115686955,0.048452773,0.146747172,0.205949423,2.204100238
19,0.196259598,0.249112296,2.185808451,0.383270071,0.188936299,-0.004994055,0.158338738,3.274721951,1.479266704,0.043342142,2.265621112,3.854519334,2.972269346,1.19957819,2.362931783,0.138278615,0.034420439,1.090662817,-0.073931544,0.561373908,0.095043178,0.015030436,0.278897318,0.154943306,2.150597583
20,0.122751098,0.337193389,2.345196936,0.547655848,0.124591535,-0.010651511,0.20403948,3.115674136,1.465401315,0.622353355,1.767497055,3.668020437,3.260730627,1.256366525,2.514237687,0.148262993,0.299692926,0.861828821,-0.01241258,0.896868654,0.156301128,0.00906157,0.411460804,0.102026942,2.030909444
21,0.056268112,0.392220824,2.351087473,0.594300987,0.068992614,-0.001264476,0.196830809,3.17940254,1.142073253,1.421111167,1.399426951,3.459983242,3.50237256,1.395540381,2.49480809,0.209032474,0.40442709,0.673816842,0.049790844,1.349989341,0.277169371,0.006723142,0.478630143,0.081749,1.993647743
22,0.020512666,0.539152535,2.134590978,0.574671042,0.031889202,0.054378993,0.216620873,3.57987411,0.847118981,2.353459981,1.347238114,3.765560939,3.553223287,1.661935502,2.604790081,0.347824599,0.3172186,0.81555997,0.095558971,1.773119231,0.495300704,0.001224962,0.477514727,0.107998509,2.252192035
23,0.011136237,0.845942156,1.643760576,0.471074386,0.008673796,0.14144997,0.239887709,4.390035463,0.646167418,3.058233344,1.467212202,4.303219399,3.638789651,2.138681773,2.797571463,0.686741609,0.027803996,1.328142733,0.078051186,2.142203843,0.644026425,-0.003660824,0.494366782,0.160577288,2.764035871
24,0.001199498,1.21483811,1.112062305,0.335798381,-0.008149798,0.218715748,0.259524875,5.514866791,0.482421848,3.352275548,1.598615537,4.995768913,3.85532194,2.861891423,2.949174324,1.090139124,-0.43893393,2.351909197,-0.017946529,2.467206418,0.705768309,-0.018979617,0.55146533,0.203710301,3.412570209
25,-0.012833213,1.571878466,0.800627955,0.219268031,-0.020639906,0.252790967,0.277788539,7.111247939,0.422149774,3.624125263,1.883340579,6.123401425,4.254197606,3.834698003,3.134389162,1.40880809,-0.85971626,3.643719844,-0.109945275,2.854175718,0.742005166,-0.027822392,0.610200424,0.224370414,4.293948042
26,-0.015684412,1.675257243,0.749168037,0.151781103,-0.018039394,0.189771399,0.263116779,8.553094083,0.531494403,4.017892575,2.169559449,7.196905195,4.175856814,4.573675868,2.969800972,1.390663009,-0.601715232,4.655968322,-0.098590879,3.036623258,0.757371673,-0.014636395,0.563641578,0.208294458,4.788294766
27,-0.02522781,1.604888497,0.889248519,0.092538058,-0.007614598,0.081682634,0.238846794,9.299382599,0.750144907,4.279443439,2.501471853,7.642342544,3.664064776,4.634724795,2.43692252,1.034378613,0.04182282,4.983486332,-0.011231559,3.007904728,0.70692053,0.006718429,0.458056464,0.210405352,4.341917527
28,-0.041078626,1.404921168,1.109800907,0.07474132,0.001765496,-0.019823223,0.225468992,9.050751558,1.054493241,4.422449965,2.574892107,7.233722235,2.917158994,3.982540141,1.743612455,0.61349124,1.184861806,4.391331944,0.056351128,2.676522539,0.606896422,0.013515663,0.313420977,0.24587844,3.301303799
29,-0.036182286,1.112163691,1.197555519,0.082588685,0.008648081,-0.046415467,0.210008505,7.881846106,1.309426501,5.17290108,2.55808189,5.906376071,2.101623449,2.863847756,1.292103313,0.342288357,3.020850139,3.235547807,0.100167837,2.159929191,0.506964132,0.011912985,0.186289315,0.293162388,2.245974092
30,-0.003000377,0.802335082,0.971622596,0.08581808,0.008599899,-0.008032296,0.171215626,5.643001867,1.178022454,6.25137206,2.0744093,4.13948591,1.193885292,1.694466622,0.972596195,0.244481063,5.589039462,1.904551379,0.04386083,1.430978591,0.407134781,0.006258715,0.085786924,0.248454421,1.33562249
31,0.037452248,0.602989441,0.53010658,0.045091982,-0.000171169,0.070239474,0.156488864,3.111801998,0.870651907,7.411167698,1.435228547,2.297099895,0.276285844,0.703668083,0.936690932,0.231654012,8.39697627,1.303715839,-0.147605558,0.511512019,0.328048837,-0.003995856,-0.004543994,0.148895174,0.442303161